show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Faith & Spirituality,Children & Family Movies,International Movies,Comedies,Sports Movies,Music & Musicals,Horror Movies,Thrillers,Documentaries,Dramas,Cult Movies,Classic Movies,Stand-Up Comedy,Romantic Movies,Independent Movies,LGBTQ Movies,Movies,Sci-Fi & Fantasy,Action & Adventure,n
s7518,Mr. Deeds,Steve Brill,"Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, Peter Dante, Conchata Ferrell, Steve Buscemi",8/1/20,2002,PG-13,97,"Comedies, Romantic Movies",13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s7521,Mr. Woodcock,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",9/1/19,2007,PG-13,88,Comedies,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s7524,Mud,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks",1/1/21,2012,PG-13,131,"Dramas, Independent Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7527,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",9/1/20,2014,PG,110,"Children & Family Movies, Comedies",14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7528,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",9/1/18,2007,NR,79,"Comedies, Cult Movies, Horror Movies",14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
s7531,Mutiny on the Bounty,"Lewis Milestone, Carol Reed","Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn, Tarita",11/1/19,1962,TV-PG,185,"Action & Adventure, Classic Movies, Dramas",8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
s7534,My Daddy is in Heaven,Waymon Boone,"Jenn Gotzon Chandler, Corbin Bernsen, Lorenzo Lamas, T.C. Stallings, Jill Morrison, Lane Garrison, Jake Jacobson, Lee Benton, Riley St. John, Cricket St. John",6/12/18,2017,TV-14,95,"Dramas, Faith & Spirituality",13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7536,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",1/23/18,2016,PG-13,77,"Comedies, Independent Movies",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
s7547,My Sister's Keeper,Nick Cassavetes,"Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton",9/1/19,2009,PG-13,109,Dramas,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7559,Namour,Heidi Saman,"Karim Saleh, Waleed Zuaiter, Nicole Haddad, Mona Hala, Wedad Abdel Aziz Abdou, Lavrenti Lopes, Jessica Lu, Amin El Gamal, Melina Lizette, Tom Lenk, Terry Walters",3/15/17,2016,NR,80,"Dramas, Independent Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7561,Natalia Valdebenito: Gritona,Natalia Valdebenito,Natalia Valdebenito,11/10/17,2017,TV-MA,76,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s7564,National Parks Adventure,Greg MacGillivray,Robert Redford,2/1/18,2016,TV-G,42,Documentaries,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7565,National Treasure,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer",6/1/18,2004,PG,131,"Action & Adventure, Children & Family Movies",15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
s7567,Natural Born Pranksters,"Roman Atwood, Ben Pluimer","Roman Atwood, Vitaly Zdorovetskiy, Dennis Roady",9/15/16,2016,R,91,Comedies,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s7568,Natural Selection,Chad L. Scheifele,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",12/1/16,2015,R,101,"Dramas, Independent Movies",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7579,Never Heard,Josh Webber,"Romeo Miller, David Banner, Robin Givens, Karrueche Tran, Dijon Talton, Dorien Wilson, Karen Abercrombie, Kandi Burruss, Brian White, Jackie Long",2/15/19,2018,TV-PG,89,"Dramas, Faith & Spirituality",12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7580,New York Minute,Dennie Gordon,"Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne",1/1/20,2004,PG,91,"Children & Family Movies, Comedies",15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7582,Next,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti",7/1/19,2007,PG-13,96,"Action & Adventure, Sci-Fi & Fantasy",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
s7584,Night Comes On,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James McDaniel, Cymbal Byrd",8/27/20,2018,TV-MA,87,"Dramas, Independent Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7585,Night Moves,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller, Kai Lennox, Katherine Waterston, James Le Gros",6/30/19,2013,R,113,"Dramas, Independent Movies, Thrillers",14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
s7586,Nightcrawler,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Ann Cusack, Marco Rodriguez, Michael Papajohn, Kent Shocknek, James Huang",8/10/20,2014,R,118,"Dramas, Independent Movies, Thrillers",7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
s7593,No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",10/1/19,2007,PG,104,"Comedies, Romantic Movies",12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s7595,Norm of the North: Family Vacation,Anthony Bell,"Andrew Toth, Lisa Durupt, Jonathan Holmes, Paul Dobson, Cole Howard, Brian Drummond, Jennifer Cameron",5/25/20,2020,TV-Y7,89,Children & Family Movies,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7601,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,Janna Levin,7/1/19,2018,TV-G,113,Documentaries,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7602,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,Eric Meyers,7/1/19,2017,TV-PG,53,Documentaries,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7603,NOVA: Chinese Chariot Revealed,Giulia Clark,Eric Meyers,7/1/19,2017,TV-PG,54,Documentaries,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7604,NOVA: Day the Dinosaurs Died,Sarah Holt,Craig Sechler,7/1/19,2017,TV-PG,53,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7605,NOVA: Death Dive to Saturn,Terri Randall,Craig Sechler,7/1/19,2017,TV-G,54,Documentaries,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7606,NOVA: Decoding the Weather Machine,Doug Hamilton,Jay O. Sanders,7/1/19,2018,TV-14,113,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7608,NOVA: Extreme Animal Weapons,Peter Fison,Doug Averill,7/1/19,2017,TV-PG,53,Documentaries,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7609,NOVA: First Face of America,Graham Townsley,Jay O. Sanders,7/1/19,2018,TV-PG,53,Documentaries,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7612,NOVA: Killer Hurricanes,Oliver Twinch,Craig Sechler,7/1/19,2017,TV-PG,52,Documentaries,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7613,NOVA: Killer Volcanoes,Oliver Twinch,Craig Sechler,7/1/19,2017,TV-PG,54,Documentaries,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7614,NOVA: Poisoned Water,Llewellyn M. Smith,Joe Morton,7/1/19,2017,TV-PG,54,Documentaries,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7615,NOVA: Prediction by the Numbers,Daniel McCabe,Jay O. Sanders,7/1/19,2018,TV-G,53,Documentaries,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7616,NOVA: Secrets of the Shining Knight,Peter Yost,Jay O. Sanders,7/1/19,2017,TV-PG,53,Documentaries,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7619,Nova: Ultimate Mars Challenge,Gail Willumsen,Lance Lewman,7/1/19,2012,TV-G,53,Movies,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7620,November Criminals,Sacha Gervasi,"Ansel Elgort, Chloë Grace Moretz, David Strathairn, Catherine Keener, Terry Kinney, Cory Hardrict, Philip Ettinger, Danny Flaherty, Victor Williams, Tessa Albertson",7/3/20,2017,PG-13,86,"Dramas, Thrillers",15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s7621,Now and Then,Lesli Linka Glatter,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann, Demi Moore, Ashleigh Aston Moore, Rita Wilson, Janeane Garofalo, Hank Azaria, Bonnie Hunt, Cloris Leachman",8/2/19,1995,PG-13,102,Dramas,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7622,Now More Than Ever: The History of Chicago,Peter Pardini,Chicago,1/1/18,2016,TV-MA,114,"Documentaries, Music & Musicals",17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7635,Obvious Child,Gillian Robespierre,"Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman, Polly Draper, Richard Kind, David Cross, Paul Briganti, Stephen Singer, Cindy Cheung, Jennifer Kim, Cyrus McQueen, Emily Tremaine, Ernest Mingione",7/19/18,2014,R,84,"Comedies, Dramas, Independent Movies",6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7638,Ocean's Eleven,Lewis Milestone,"Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop",11/1/19,1960,TV-PG,127,"Action & Adventure, Classic Movies, Comedies",11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
s7639,Ocean's Thirteen,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan",10/1/19,2007,PG-13,122,"Action & Adventure, Comedies",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7640,Ocean's Twelve,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan",10/1/19,2004,PG-13,125,"Action & Adventure, Comedies",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7643,Officer Downe,Shawn Crahan,"Kim Coates, Tyler Ross, Lauren Vélez, Reno Wilson, Bruno Gunn, Tracy Vilar, Sona Eyambe, Corey Taylor, Meadow Williams",3/30/17,2016,R,91,Action & Adventure,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7655,Once In A Lifetime Sessions with Moby,Matt Askem,"Moby, Alex Cohen",8/1/18,2018,TV-14,86,"Documentaries, Music & Musicals",15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7656,Once In A Lifetime Sessions with Nile Rodgers,Charlie Lightening,Nile Rodgers,8/1/18,2018,TV-PG,70,"Documentaries, Music & Musicals",16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7657,Once In A Lifetime Sessions with Noel Gallagher,Charlie Lightening,Noel Gallagher,8/1/18,2018,TV-MA,66,"Documentaries, Music & Musicals",14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7662,One Direction: This Is Us,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne",10/1/19,2013,PG,92,"Documentaries, Music & Musicals",18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7664,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",8/25/19,2018,TV-MA,92,Dramas,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7670,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",9/1/19,2006,PG,86,"Children & Family Movies, Comedies",13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7678,Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",2/16/17,2016,TV-MA,91,"Comedies, Dramas, Independent Movies",13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7691,P.S. I Love You,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters",4/1/19,2007,PG-13,126,"Dramas, Romantic Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
s7696,Paid in Full,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker",11/1/19,2002,R,98,"Action & Adventure, Dramas",15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
s7697,Paint It Black,Amber Tamblyn,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian",2/1/18,2016,R,96,Dramas,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7702,Panic Room,David Fincher,"Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze",8/1/19,2002,R,112,Thrillers,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s7705,Paranormal Activity,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper",1/1/20,2007,R,86,"Horror Movies, Thrillers",11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
s7712,Passenger 57,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively",1/1/21,1992,R,84,Action & Adventure,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7715,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",1/1/20,1992,R,117,Action & Adventure,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7717,Paul Blart: Mall Cop,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine",11/1/20,2009,PG,91,"Action & Adventure, Comedies",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s7723,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",12/18/14,1988,TV-PG,48,Movies,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7729,Perfect Stranger,James Foley,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas",1/1/19,2007,R,109,Thrillers,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s7732,Peter and the Farm,Tony Stone,Peter Dunning,3/9/17,2016,TV-MA,92,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7736,Philadelphia,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",7/1/19,1993,PG-13,126,"Classic Movies, Dramas, LGBTQ Movies",16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
s7742,Pierre Jackson,Christopher Nolen,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver",6/29/19,2018,TV-MA,81,Romantic Movies,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s7750,Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden",6/1/20,2010,TV-14,81,"Action & Adventure, Sci-Fi & Fantasy",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
s7753,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",12/1/17,1980,TV-14,149,Dramas,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s7756,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",11/24/19,1980,PG,114,"Action & Adventure, Children & Family Movies, Comedies",13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
s7779,Power Rangers Super Megaforce: The Legendary Battle (Extended),"Charlie Haskell, Koichi Sakamoto","Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Cameron Jebo, Shailesh Prajapati, Ian Harcourt",1/1/16,2014,TV-Y7,55,Movies,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7789,Power Rangers: Megaforce: The Robo Knight Before Christmas,James Barr,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",1/1/16,2013,TV-Y7,24,Children & Family Movies,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7793,Prescription Thugs,"Chris Bell, Josh Alexander, Greg Young",Chris Bell,4/15/16,2015,NR,86,Documentaries,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7794,Primal Fear,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",12/1/19,1996,R,131,"Dramas, Thrillers",13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s7797,Princess Cyd,Stephen Cone,"Tyler Ross, Rebecca Spence, James Vincent Meredith",2/5/18,2017,TV-MA,97,"Dramas, Independent Movies, LGBTQ Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
s7798,Professor Mack,Christopher Nolen,"Lisa Wu, Timon Kyle Durrett, Robert Christopher Riley, Erica Hubbard, Amin Joseph, Christopher Nolen, Larry Biela, Jackie Christie, Katharin 'Ladie K' Mraz, Simeon Henderson",8/6/19,2018,TV-MA,84,"Comedies, Romantic Movies",14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s7803,Pulp Fiction,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis",1/1/19,1994,R,154,"Classic Movies, Cult Movies, Dramas",16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
s7815,R.L. Stine's Mostly Ghostly,Richard Correll,"Madison Pettis, Sterling Beaumon, Luke Benward, Brian Stepanek, David DeLuise, Kim Rhodes, Adam Hicks, Ali Lohan, Sabrina Bryan, Rachel Winfree, Diego Acuña",8/1/18,2008,PG,98,"Children & Family Movies, Comedies",15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7817,Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds, Tom Everett Scott, Chris Marquette, Billy Brown, Christine Lakin, Tom Woodruff Jr., John Kassir, Garry Marshall, John Duff, Ted Hartley, Dave Engfer, Bob Clendenin, Shengyi Huang, Robert Torti, Kim Richards, Brandon Miller, Paul Darnell, Omar Dorsey, Dennis Hayden, Suzanne Krull, Steve Rosenbaum, Andrew Shaifer, Bryan Fogel, Bob Koherr, Sam Wolfson, Beth Kennedy, Corri English, Jonathan Slavin, Kevin Christy, Meredith Salenger",7/1/19,2009,PG,99,Children & Family Movies,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7818,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",9/1/19,2008,R,113,"Dramas, Independent Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s7821,Raging Bull,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono",10/1/19,1980,R,129,"Classic Movies, Dramas, Sports Movies",12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
s7827,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Taraji P. Henson, Gal Gadot, Jack McBrayer, Jane Lynch, Alan Tudyk, Ed O'Neill, Susan Lucci, Jason Lee, Idina Menzel, Anika Noni Rose, Judy Reyes, Grant Show, Ana Ortiz, Ming-Na Wen, Rebecca Wisocky, Paige O'Hara, Linda Larkin, Mariana Klaveno, Daria Ramirez, Tom Irwin, Edy Ganem, Irene Bedard, Jodi Benson, Anthony Daniels",6/11/19,2018,PG,113,"Children & Family Movies, Comedies",12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s7840,Rebel Without a Cause,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt",11/1/19,1955,PG-13,111,"Classic Movies, Dramas",13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
s7845,Red Dawn,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",12/31/19,1984,PG-13,114,"Action & Adventure, Cult Movies",16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
s7852,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",6/13/16,2012,R,96,"Documentaries, Music & Musicals",14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s7855,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",8/1/20,2010,PG-13,112,"Dramas, Romantic Movies",15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
s7859,Residente,René Pérez Joglar,René Pérez Joglar,1/1/18,2017,TV-MA,97,"Documentaries, Music & Musicals",12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
